RB2PBM4KCore.dll fileVersion,2.0.4.0
USE RGB MEASURE LEVEL,FULL DATA
RED
3936,0,0

GREEN
0,3936,0

BLUE
0,0,3936

WHITE
3936,3936,3936
0,0,0
32,32,32
64,60,64
96,92,96
128,124,128
160,152,156
192,184,188
384,368,380
576,552,568
768,740,756
960,924,948
1280,1232,1264
1664,1600,1640
2176,2092,2148
2688,2608,2660
3200,3140,3180
3712,3680,3700


COOL
LEVEL,R,G,B,x(calc),y(calc),Y(calc),x(target),y(target),Y(target),STATUS
0,0,0,0,0.278841351756284,0.258531713001498,0.1553,0,0,0.1553,
1,29,31,31,0.2789878619462,0.26059625760091,0.167395842013475,0,0,0.167030604815111,
2,60,63,63,0.278222758640978,0.265724492762833,0.209069790843237,0,0,0.209199705816955,
3,93,98,98,0.275904372560406,0.268295714271029,0.286787142296908,0,0,0.286818596227283,
4,131,138,138,0.272792416132847,0.26681627977486,0.404026027914215,0,0,0.40295801362704,
5,171,181,181,0.272623636221304,0.266997303157074,0.560217518150038,0,0,0.559926585257222,
6,213,225,225,0.271718464557789,0.267889430177172,0.759021459744124,0,0,0.759600780551196,
7,253,267,267,0.271834094718477,0.269053491632566,1.00431767030113,0,0,1.00357387601524,
8,289,306,306,0.272275242883663,0.271506511794012,1.29020394487244,0,0,1.29323741142086,
9,325,343,343,0.274013841203048,0.275321990999025,1.62736700100337,0,0,1.62983106009614,
10,359,379,379,0.27559253322397,0.280052916215554,2.02042342523701,0,0,2.01447557149215,
11,390,412,412,0.27711966206302,0.284957438246286,2.44382646445628,0,0,2.44819576264716,
12,421,445,445,0.278535868893508,0.289759639509517,2.93195215579415,0.278599126654941,0.289942433485799,2.93193725017033,OK
13,455,478,486,0.278334662338318,0.289985711089912,3.51328840718241,0.278534300051084,0.289956411949796,3.50899918874144,OK
14,489,509,524,0.278651982892653,0.289952259882408,4.13899099137185,0.278469466936014,0.289970391817796,4.14510950144933,OK
15,522,540,561,0.278554154711315,0.289722203774572,4.83423420566343,0.27840462730875,0.28998437309001,4.84167962607281,OK
16,554,571,596,0.278403983084686,0.289829623252743,5.59797300130537,0.278339781168312,0.289998355766651,5.6000865876106,OK
