RB2PBM4KCore.dll fileVersion,2.0.4.0
USE RGB MEASURE LEVEL,FULL DATA
RED
3936,0,0

GREEN
0,3936,0

BLUE
0,0,3936

WHITE
3936,3936,3936
0,0,0
32,32,32
64,60,60
96,92,92
128,120,124
160,152,152
192,184,184
384,364,368
576,548,552
768,728,736
960,912,924
1280,1216,1228
1664,1580,1600
2176,2068,2092
2688,2580,2604
3200,3120,3136
3712,3672,3680


COOL
LEVEL,R,G,B,x(calc),y(calc),Y(calc),x(target),y(target),Y(target),STATUS
0,0,0,0,0.270262906960904,0.259228987876311,0.1903,0,0,0.1903,
1,25,26,26,0.270443325082064,0.261105806818826,0.202000981276045,0,0,0.202247363690068,
2,55,57,56,0.271053317371892,0.25956339311538,0.245372030293332,0,0,0.245195668069331,
3,84,87,85,0.271357053410054,0.259820410579548,0.322909913538275,0,0,0.324248805360014,
4,114,117,115,0.269878522617726,0.263185042665592,0.444722539282357,0,0,0.442534254430816,
5,147,151,148,0.267376631463828,0.261991631641828,0.600483572228809,0,0,0.6024033014863,
6,183,189,186,0.266376639685133,0.263081018527506,0.803887732770546,0,0,0.805767089483466,
7,220,227,223,0.267386696951802,0.26639257459775,1.05602138400277,0,0,1.05424833559499,
8,255,263,258,0.268672287562474,0.269770065181596,1.3450411518448,0,0,1.34926429255433,
9,290,299,294,0.269797466766417,0.272827703496829,1.68737513288919,0,0,1.69207754045356,
10,325,335,329,0.271464256557356,0.276901215629681,2.08387777234099,0,0,2.08382953802464,
11,359,370,364,0.27285879631466,0.280611205083049,2.52663263472365,0,0,2.52556403894139,
12,393,405,398,0.274617183368107,0.285079856573278,3.02616126612961,0.274240368263261,0.284167232679644,3.01824413297788,OK
13,431,439,443,0.274528125086734,0.283793066900419,3.60761643478356,0.274290913652315,0.284013945689304,3.61066137035372,OK
14,467,474,486,0.274385699134417,0.283924966680766,4.26331359844245,0.274341425585024,0.283860760160688,4.26328733998133,OK
15,502,508,528,0.27412463287966,0.283624297722333,4.97648805164281,0.274391904094594,0.283707675993094,4.97749742994775,OK
16,538,541,568,0.274511608158104,0.283328484470346,5.75340431878797,0.274442349214189,0.28355469308595,5.75463016408672,OK
17,571,574,606,0.274480222168792,0.283414740856115,6.59140991792235,0.274492760976927,0.283401811338819,6.59599204333668,OK
18,605,606,644,0.274678940627634,0.282830004894408,7.49637299273953,0.274543139415884,0.283249030651395,7.50286153167273,OK
19,636,639,679,0.274761383677087,0.283561309492113,8.47255801836634,0.274654089021772,0.283413954254442,8.47049868580287,OK
20,667,671,714,0.274761751513412,0.283672751974971,9.5034423599309,0.274765105301409,0.283578976966224,9.50469702764593,OK
21,698,703,749,0.274675827551148,0.283624929832206,10.6086616940565,0.274876188314914,0.283744098876104,10.606535992871,OK
22,729,735,782,0.274909477453117,0.284162300215103,11.7795811663253,0.274987338122478,0.283909320073554,11.7770757706588,OK
23,762,766,816,0.275237003538052,0.283918296374134,13.0168335266748,0.275098554784363,0.284074640648153,13.0173591419753,OK
24,793,798,849,0.275239389316017,0.284217324486866,14.3336788513538,0.275209838360905,0.284240060689589,14.3284130798047,OK
25,824,829,882,0.275162678433852,0.284107438179456,15.6945433495867,0.275117750446907,0.284334703690843,15.7017780720651,OK
26,854,861,915,0.274869827080913,0.284232674751507,17.1515899070836,0.274981525465399,0.284343702868974,17.1462183901268,OK
27,885,893,948,0.274747465550881,0.284324791614886,18.6958127105105,0.274845282800252,0.284352703215307,18.662600376101,OK
28,915,924,980,0.274617276828665,0.284362961770463,20.2680155351648,0.274709022448023,0.284361704730069,20.2517780422587,OK
29,945,955,1012,0.274498179932775,0.284372870571882,21.9173456947698,0.274572744405266,0.284370707413487,21.9145939837407,OK
30,975,986,1044,0.274398040744527,0.284366318138534,23.6461676302259,0.274436448668537,0.284379711265789,23.6518801982874,OK
31,1005,1017,1076,0.274317575301429,0.284351900724372,25.4565138073755,0.274453693870799,0.284384424389883,25.4480892298982,OK
32,1036,1047,1107,0.274550773910711,0.284363859946358,27.3125314559777,0.274470939202862,0.284389137549452,27.3180351311397,OK
33,1155,1168,1232,0.27460835269737,0.284357423494752,35.553002434411,0.274539921829141,0.284407990542479,35.5484253765348,OK
34,1271,1287,1355,0.274566922314848,0.284504380046086,44.9984450594524,0.274608906532335,0.284426844103128,45.0105669803213,OK
35,1388,1402,1478,0.274702359707623,0.284050421957501,55.5556848128481,0.274636336069924,0.284069372367311,55.5166905675562,OK
36,1503,1516,1600,0.274742319936913,0.283721695354922,67.2383528657678,0.274663724992952,0.28371242993525,67.2362644803758,OK
37,1618,1631,1723,0.274694352239781,0.28345692112898,80.1947622475414,0.27469107339156,0.283356015632213,80.1909538922315,OK
38,1733,1748,1847,0.274568714945916,0.283392649381565,94.5068331955023,0.27449136339449,0.283437840541652,94.5230825904274,OK
39,1847,1867,1972,0.274315248496576,0.283512458058493,110.192226617521,0.274291559077295,0.283519704095805,110.169737931684,OK
40,1962,1986,2098,0.274135805935367,0.28356959930337,127.154302917294,0.274091660373141,0.283601606322055,127.153996322048,OK
41,2077,2106,2225,0.273952903307049,0.283686949325629,145.489683948675,0.27389166721513,0.283683547247812,145.498107674174,OK
42,2196,2226,2351,0.274133020555837,0.283929922381109,165.224390305674,0.274061098576535,0.283942808164378,165.244759905931,OK
43,2315,2347,2477,0.274270485664305,0.284178891731609,186.403178302391,0.27423069042223,0.284202314651208,186.398999815518,OK
44,2433,2469,2602,0.274358334785636,0.284481942259129,209.015229073593,0.274400442980337,0.28446206705737,208.981634988793,OK
45,2552,2591,2726,0.274522039851832,0.284732389518543,233.039044096194,0.274570356479411,0.284722065732597,233.012954349766,OK
46,2672,2714,2851,0.274681790078424,0.284900896873625,258.705356092835,0.274688284866245,0.284875736589232,258.70559866325,OK
47,2792,2837,2977,0.274818726910708,0.285004866601386,285.944506135197,0.274806277915332,0.285029491706356,285.925758406846,OK
48,2911,2959,3103,0.274953301076464,0.285133302606824,314.620353951658,0.274924335679868,0.285183331153292,314.695619868983,OK
49,3029,3081,3230,0.275053780579275,0.285345885523338,344.997245942898,0.27504245821311,0.285337254999437,345.037048569736,OK
50,3145,3201,3365,0.274770940928897,0.284962794809495,376.929771916734,0.274805194716714,0.284972401920635,376.764628882545,OK
51,3260,3319,3500,0.274556605124999,0.284635015398142,410.062349876269,0.274568246371392,0.284608033466909,410.070812120633,OK
52,3376,3438,3639,0.274328316076475,0.284238190664587,444.946656689124,0.274331612549652,0.284244148673328,444.974209816218,OK
53,3492,3556,3732,0.275948159952163,0.28694476375457,479.245391531511,0.274095292625665,0.28388074657752,0,
54,3609,3677,3821,0.277674454338664,0.289893806140855,514.888790449002,0.27440487535369,0.284143506988052,0,
55,3727,3801,3898,0.279774341751838,0.293524684208385,551.379150624765,0.274714726008945,0.284406494803613,0,
56,3844,3930,3936,0.283061765490348,0.299507381505922,587.911094371971,0.275024844939396,0.284669710319539,588.755912892737,OK

NEUTRAL
LEVEL,R,G,B,x(calc),y(calc),Y(calc),x(target),y(target),Y(target),STATUS
0,0,0,0,0.270262906960904,0.259228987876311,0.1903,0,0,0.1903,
1,26,26,24,0.271214664724375,0.261962051170032,0.201976034461497,0,0,0.202098405452065,
2,56,57,52,0.27414697955885,0.263589913652996,0.24469355951189,0,0,0.244511235737499,
3,86,87,80,0.276174847822683,0.265601159193057,0.322101603477671,0,0,0.322578748387889,
4,115,117,107,0.27614460256047,0.272556691256154,0.440769731898352,0,0,0.439389429256086,
5,149,151,138,0.274613297888351,0.272443295485897,0.595222560754536,0,0,0.597265249003984,
6,186,189,173,0.274166663935307,0.273987195765263,0.797556244846394,0,0,0.798093522696937,
7,223,226,207,0.276028097345704,0.278161993716084,1.04098696945307,0,0,1.04347673567263,
8,259,263,241,0.277531823495137,0.282149668326261,1.3344168602876,0,0,1.33481447053447,
9,295,299,274,0.279508070148591,0.286233321711922,1.6743467413703,0,0,1.67335356568368,
10,329,334,306,0.281069263599892,0.290369023318862,2.05558072244572,0,0,2.06022124828734,
11,364,369,338,0.283026187595021,0.29471311409048,2.49434879955497,0,0,2.49644825862885,
12,399,405,371,0.284649708756694,0.299258496416035,3.0036512227823,0.284775347159113,0.299324022050675,2.9829856787993,OK
13,436,439,411,0.284971588301138,0.299330000314869,3.57128327490938,0.284823695397779,0.29916137557662,3.56848243025738,OK
14,473,474,453,0.284896666723512,0.299220405664345,4.22430721153447,0.284872010757028,0.298998839710965,4.21348456899787,OK
15,509,508,494,0.284833991905917,0.298903478822488,4.93422292534737,0.284920293270388,0.298836414340918,4.91935141613121,OK
16,544,541,533,0.284949921283998,0.298647291924196,5.69823371405462,0.284968542971341,0.298674099353841,5.68740585915451,OK
17,578,574,571,0.284945553035485,0.298414225191355,6.53466944178087,0.285016759893325,0.298511894637249,6.51893913675392,OK
18,610,606,606,0.285056590635256,0.298598010416986,7.41281230866291,0.285064944069733,0.29834980007881,7.41521477817379,OK
19,643,639,642,0.285096423250632,0.298529521097505,8.39666027783202,0.285182179405981,0.298523900724507,8.3715482110815,OK
20,674,671,675,0.285212404675381,0.298972393690632,9.41337979846721,0.285299487123394,0.298698108860042,9.39366527876618,OK
21,707,703,709,0.285463068924277,0.29886212438258,10.5212226393977,0.285416867289024,0.298872424584993,10.4826328071704,OK
22,739,735,742,0.285554541834389,0.298951448794623,11.6923677387387,0.285534319970007,0.299046847999061,11.6394986005815,OK
23,770,766,773,0.285719941407428,0.299253744578826,12.8929447993479,0.285651845233561,0.299221379202069,12.865293258431,OK
24,802,798,805,0.285766103395092,0.299439646869384,14.2045187058554,0.285769443146989,0.299396018293963,14.1610317568341,OK
25,833,829,836,0.285730443372063,0.299525374253879,15.546667467299,0.285677272161566,0.299496765024209,15.5183534058404,OK
26,864,861,868,0.285455629078451,0.299523447288846,16.998326412784,0.28553801355491,0.299507022168485,16.9459200945586,OK
27,896,893,900,0.285356773317509,0.299480545839792,18.5377782966914,0.28539873637477,0.299517280680798,18.4445880446847,OK
28,926,924,930,0.285259159612377,0.299692313531583,20.0898859263679,0.285259440617429,0.299527540561421,20.0152012921091,OK
29,957,955,961,0.285170742550186,0.299573033495513,21.7350505334806,0.285120126279171,0.299537801810629,21.6585925889643,OK
30,986,986,991,0.284930524793873,0.299703122809941,23.4308377012824,0.284980793356276,0.299548064428695,23.3755842137787,OK
31,1018,1017,1022,0.28504483575094,0.299569424727517,25.248727744335,0.284998552634176,0.299552965557687,25.150810332462,OK
32,1047,1047,1051,0.285002023246824,0.299691278469435,27.056740769934,0.285016312049413,0.299557866724581,26.9989119431258,OK
33,1167,1168,1170,0.285035234215795,0.299670282085825,35.2182775195871,0.285087351083773,0.299577471771186,35.1331566069993,OK
