RB2PBM4KCore.dll fileVersion,2.0.4.0
USE RGB MEASURE LEVEL,FULL DATA
RED
3936,0,0

GREEN
0,3936,0

BLUE
0,0,3936

WHITE
3936,3936,3936
0,0,0
32,32,32
64,60,60
96,92,92
128,124,124
160,152,156
192,184,184
384,368,372
576,552,556
768,736,740
960,920,928
1280,1228,1236
1664,1596,1608
2176,2088,2100
2688,2600,2616
3200,3136,3144
3712,3680,3684


COOL
LEVEL,R,G,B,x(calc),y(calc),Y(calc),x(target),y(target),Y(target),STATUS
0,0,0,0,0.27790973871734,0.25963822400877,0.1421,0,0,0.1421,
1,29,30,30,0.278161698779934,0.261770392010268,0.153171001360363,0,0,0.153494583182105,
2,61,63,63,0.276845813415705,0.259346340481109,0.193579417317647,0,0,0.194455755828646,
3,95,98,97,0.27516531684383,0.260057982638293,0.269878217372281,0,0,0.269851263325743,
4,130,135,134,0.271587669620382,0.261671216746245,0.382394840471801,0,0,0.382663882379967,
5,169,175,174,0.269617723059669,0.263649924242752,0.534556678978401,0,0,0.535136109908451,
6,211,218,217,0.267293544360282,0.261167630954231,0.728795207885321,0,0,0.729090664124296,
7,251,260,258,0.268433950173372,0.264443947528296,0.966151516906447,0,0,0.966075182337688,
8,290,300,298,0.270758141310635,0.269229048866889,1.25000860396866,0,0,1.24744134384627,
9,326,337,335,0.273172049495631,0.274559633981966,1.56978264686278,0,0,1.57439331169862,
10,361,374,371,0.275441062452903,0.280662012445396,1.94909938256327,0,0,1.94801973162509,
11,395,409,406,0.277380468205934,0.285775516701397,2.37429090624247,0,0,2.36931606491457,
12,427,442,439,0.27890552574155,0.290068258785028,2.83461919301653,0.278672150060722,0.290179177728611,2.83920084111278,OK
13,462,477,481,0.278537717396643,0.290312091546587,3.40404909304186,0.278614827210182,0.290200785963314,3.39907367806968,OK
14,497,510,520,0.278819773193984,0.290283546754098,4.0164312624954,0.278557497123313,0.2902223969258,4.0165037552092,OK
15,530,543,558,0.278559396634596,0.29007112876346,4.6900160071716,0.278500159798746,0.290244010616585,4.69290843395404,OK
16,562,576,594,0.278429756898277,0.29026284148961,5.42636932267195,0.278442815235111,0.290265627036186,5.42967268880038,OK
17,593,609,629,0.278260950398506,0.290552995824873,6.22724677004143,0.278385463431035,0.290287246185119,6.22815351243865,OK
18,625,641,664,0.278371480400791,0.290242244910789,7.08681033355394,0.278328104385149,0.290308868063902,7.08968353588098,OK
19,656,674,697,0.278675807220081,0.291109287096266,8.02451069791456,0.278348819335341,0.290339429166434,8.00749503690116,OK
20,686,705,732,0.278209129309776,0.290255093914615,8.9900308852107,0.278369536559519,0.290369993623813,8.9890292621047,OK
21,718,736,765,0.278644195636362,0.290297326075887,10.0279086771308,0.278390256058056,0.290400561436592,10.0353829265982,OK
22,748,768,799,0.278311763497735,0.290273689378265,11.1470750321531,0.278410977831327,0.290431132605323,11.1476355623235,OK
23,780,799,832,0.278514736443222,0.290239310973799,12.3203454392818,0.278431701879708,0.290461707130559,12.3268512081592,OK
24,811,831,865,0.278383754241478,0.290440664354578,13.5822097321307,0.278452428203571,0.290492285012853,13.5740798796235,OK
25,843,862,897,0.278541864620252,0.290553993355558,14.8909103532388,0.278475304772237,0.290521462662589,14.8855122505336,OK
26,875,893,929,0.27860955257692,0.290553782548621,16.27172543784,0.278453024901007,0.290462992422936,16.2661470683149,OK
27,907,924,961,0.278612726905618,0.290448845502229,17.7266685231354,0.278430749967321,0.290404535141137,17.7169375002732,OK
28,938,955,993,0.278411713088775,0.290252921833448,19.2475510239949,0.278408479969537,0.290346090812887,19.2388263711222,OK
