RB2PBM4KCore.dll fileVersion,2.0.4.0
USE RGB MEASURE LEVEL,FULL DATA
RED
3936,0,0

GREEN
0,3936,0

BLUE
0,0,3936

WHITE
3936,3936,3936
0,0,0
32,32,32
64,64,64
96,92,96
128,124,128
160,156,160
192,188,192
384,376,380
576,564,572
768,752,760
960,940,952
1280,1252,1268
1664,1628,1648
2176,2128,2156
2688,2640,2668
3200,3164,3188
3712,3696,3704


COOL
LEVEL,R,G,B,x(calc),y(calc),Y(calc),x(target),y(target),Y(target),STATUS
0,0,0,0,0.283114256825076,0.266936299292214,0.1584,0,0,0.1584,
1,27,30,30,0.282572267212307,0.269091800036302,0.171748568373145,0,0,0.17176893275732,
2,54,59,59,0.279838289361843,0.268254372950377,0.219011837156478,0,0,0.219827484265597,
3,84,92,92,0.27744281502116,0.273835042471262,0.308534109416056,0,0,0.308286838488894,
4,114,124,125,0.27290395117752,0.270918466983446,0.441388087657908,0,0,0.44064660050999,
5,144,157,158,0.272809968213842,0.273868251468439,0.620171610324687,0,0,0.619537826683865,
6,176,192,193,0.272445057050742,0.273192349508367,0.845795837093237,0,0,0.847099059231596,
7,208,227,228,0.27231872291203,0.272885318635571,1.12688002201053,0,0,1.12514609595833,
8,240,261,262,0.27283167593267,0.273804425588576,1.45891435376575,0,0,1.45526482283732,
9,270,294,295,0.272951145567523,0.275420850163354,1.83382244780382,0,0,1.83886804932092,
10,302,328,330,0.273355676248598,0.277111678458249,2.28253128481101,0,0,2.27723305175466,
11,332,361,363,0.273859531699069,0.279850476915761,2.77106087144639,0,0,2.77152777589145,
12,362,394,396,0.274510734414157,0.282931273708454,3.31713938289854,0.274254946860258,0.28315378044884,3.32282990570936,OK
13,396,428,437,0.274226817013266,0.282823574721637,3.96733915943027,0.274295428018228,0.283003445352294,3.96264114190144,OK
14,430,461,477,0.274287110494108,0.28294415767117,4.66965931673384,0.274335883094011,0.28285320711731,4.66434910257573,OK
15,464,493,517,0.274330836889936,0.282567747109414,5.42537801638522,0.274376312112806,0.282703065650303,5.42887871239431,OK
16,498,525,556,0.274589985795708,0.282520944852687,6.24942396160945,0.27441671509978,0.282553020857813,6.25710338820121,OK
17,530,558,595,0.274280737830802,0.28264994004226,7.15606163312443,0.274457092080067,0.282403072646498,7.14985107974001,OK
18,564,589,633,0.274647582554523,0.28208325480491,8.1082205120387,0.274497443078768,0.282253220923137,8.10790927472605,OK
19,595,621,669,0.274632005259578,0.282310647553552,9.13305830169478,0.274608154025939,0.282417511594669,9.13202919523885,OK
20,626,652,703,0.274932943064341,0.28253451392269,10.2030952809669,0.274718931368495,0.282581900794328,10.2229293545291,OK
21,657,685,738,0.27488133218034,0.282768782339354,11.4021799043445,0.274829775166181,0.282746388610776,11.381298597493,OK
22,687,716,770,0.275056481697708,0.282979346435684,12.6053314577253,0.274940685478814,0.282910975132778,12.6077987236227,OK
23,717,748,802,0.275092975841565,0.283241842126668,13.9084445726497,0.275051662366285,0.283075660449208,13.9030667657434,OK
24,748,779,834,0.275230977338445,0.283017640052294,15.2639026071651,0.275162705888554,0.283240444649045,15.2677169832908,OK
25,777,811,865,0.275119210083589,0.283331553491876,16.6980003077188,0.275090698688939,0.283330066630578,16.7023426168156,OK
26,807,843,897,0.274999525345597,0.283331403909435,18.2221377640982,0.274974657993386,0.283334377915431,18.2075174400047,OK
27,836,874,928,0.274895881003754,0.283392799962137,19.7719994847764,0.274858606037272,0.283338689618651,19.7837971414152,OK
28,865,906,960,0.274678309127303,0.283543032963493,21.4399540723338,0.274742542818958,0.283343001740297,21.4317205587597,OK
29,896,937,993,0.27469461770713,0.283302341479987,23.1798024431199,0.274626468336805,0.283347314280431,23.1518107870378,OK
30,925,967,1025,0.274587184094753,0.283159743492265,24.930546957725,0.274510382589173,0.283351627239114,24.9445761772701,OK
31,954,998,1057,0.274532067622661,0.283367503786222,26.8009310877067,0.27456693773403,0.283393794385611,26.8105112404853,OK
32,985,1029,1090,0.274673269896053,0.283407264989071,28.7855356150108,0.274623500474512,0.283435967195356,28.7500974665126,OK
33,1103,1150,1219,0.274882210922321,0.283633317493638,37.2790504764124,0.274849827423287,0.283604715089633,37.2541681723042,OK
34,1220,1271,1347,0.27506061883965,0.283778489668179,46.9745182293477,0.275076276024541,0.283773553687203,46.9722485173139,OK
35,1337,1393,1476,0.275089280986049,0.283608875794938,57.9510694057758,0.275107257234093,0.283467946854262,57.9302306022774,OK
36,1455,1514,1606,0.275143516753009,0.283117208543373,70.1345878837049,0.275138199003715,0.283162729067212,70.1520055209558,OK
37,1573,1636,1737,0.275127670494709,0.282828136692244,83.6726718226865,0.275169101408671,0.282857899583626,83.6597813162427,OK
38,1689,1758,1867,0.275012966394663,0.282846364542571,98.4417142052832,0.274919111191451,0.282873736469944,98.4743285996511,OK
39,1804,1882,1999,0.274659291958214,0.282918724782865,114.674287952897,0.27466906193225,0.282889577096573,114.615174492915,OK
40,1920,2005,2131,0.27441256648184,0.282877601046234,132.127598808122,0.274418953610148,0.282905421464838,132.100758683258,OK
41,2036,2129,2263,0.274195936343164,0.282926310512073,150.960921648417,0.274168786204218,0.282921269576065,150.948560950728,OK
42,2155,2253,2393,0.274316803198795,0.28313903824986,171.158222233604,0.274311324785357,0.283127765312606,171.175206810957,OK
43,2275,2377,2523,0.274465058931337,0.283276917427101,192.780110642465,0.274453970327738,0.283334416003971,192.796556184854,OK
44,2394,2501,2651,0.274635786623731,0.283559866116995,215.81572738819,0.274596722951804,0.283541221824641,215.82777840994,OK
45,2512,2625,2778,0.274782292269042,0.283895655660624,240.378301235027,0.274739582778175,0.283748182949362,240.283416466653,OK
46,2630,2746,2906,0.27486926292525,0.283856405153122,266.195966846271,0.274833422784411,0.283887363851402,266.177442391553,OK
47,2745,2867,3032,0.274915725130127,0.284013734660088,293.513017429737,0.274927310319364,0.28402661524672,293.523305268605,OK
48,2860,2987,3157,0.275032242034665,0.28420039755975,322.354104562747,0.275021245419151,0.284165937188886,322.333973421255,OK
49,2975,3105,3282,0.275155223260991,0.284253229157598,352.571598875969,0.275115228119929,0.284305329731523,352.621971415143,OK
50,3086,3223,3412,0.274870223791487,0.283949543306064,384.43497002359,0.274878422212571,0.283941939014047,384.399412804228,OK
51,3198,3339,3543,0.274645161899919,0.283526146893128,417.664854989805,0.274641930178166,0.283579029950594,417.678029383301,OK
52,3309,3455,3674,0.274439652593386,0.283203133546275,452.386979648336,0.274405751393098,0.283216601584189,452.469197162417,OK
53,3421,3571,3760,0.276160455632301,0.286147969343259,487.088007018898,0.274169885235398,0.282854652960393,0,
