RB2PBM4KCore.dll fileVersion,2.0.4.0
USE RGB MEASURE LEVEL,FULL DATA
RED
3936,0,0

GREEN
0,3936,0

BLUE
0,0,3936

WHITE
3936,3936,3936
0,0,0
32,32,32
64,60,64
96,92,96
128,124,128
160,156,160
192,184,192
384,372,384
572,556,576
764,744,768
956,928,960
1272,1240,1280
1656,1612,1664
2164,2108,2176
2676,2620,2688
3192,3148,3200
3708,3688,3712


COOL
LEVEL,R,G,B,x(calc),y(calc),Y(calc),x(target),y(target),Y(target),STATUS
0,0,0,0,0.270487920416864,0.259908416232433,0.1646,0,0,0.1646,
1,25,27,27,0.27144737130511,0.2614323267118,0.175273723318356,0,0,0.175423394766885,
2,52,56,57,0.270965789506566,0.265654388114284,0.214228110837469,0,0,0.214331263056815,
3,80,86,87,0.270375331772195,0.268267975348906,0.28578864161918,0,0,0.285947339595027,
4,110,119,120,0.268674933699182,0.26722531472041,0.394524861392787,0,0,0.393104880261154,
5,143,154,156,0.269197874067925,0.27048824773359,0.5360788355368,0,0,0.537933969939369,
6,179,193,195,0.266559992459407,0.263267872446536,0.719748996276107,0,0,0.722165957504297,
7,217,233,236,0.26704114964041,0.261337841206056,0.946001927810466,0,0,0.947270900201248,
8,255,274,277,0.268020323995563,0.265256177884142,1.21666112426451,0,0,1.21453272025913,
9,292,313,317,0.269275549820336,0.270328037967997,1.52931055345294,0,0,1.52509521836201,
10,326,350,354,0.270614241192796,0.275913822364213,1.88382201886343,0,0,1.87999246853546,
11,358,384,389,0.271924101891308,0.280159377033465,2.27479497653427,0,0,2.28017003151943,
12,389,418,423,0.27329311890017,0.284244548466662,2.72935838934029,0.273712732723956,0.284131611801556,2.72650039275013,OK
13,423,451,464,0.273797144434573,0.283670255529185,3.26472805719102,0.273796031548057,0.283993861968617,3.2672232922004,OK
14,454,485,504,0.273605461424043,0.283855030500421,3.87238552455223,0.273879278676775,0.283856197623444,3.86430738571764,OK
15,485,517,542,0.273905644491777,0.28382346639934,4.51931214364993,0.273962474158219,0.283718618686481,4.51925996909769,OK
16,516,549,580,0.274089919212873,0.283756442598752,5.23199185224568,0.274045618040437,0.28358112507827,5.23355994689231,OK
17,547,581,618,0.274117073499235,0.283653232581504,6.01044578791074,0.274128710371418,0.283443716719454,6.00866188632286,OK
18,579,612,656,0.274172190906291,0.283011666442652,6.8422143315778,0.274211751199092,0.28330639353077,6.84599934065574,OK
19,610,644,692,0.274175189583617,0.283400092227916,7.74776306516427,0.274331529549997,0.283493924290153,7.74019461676653,OK
20,641,675,726,0.274411722756485,0.283900713556205,8.69462223378121,0.274451390254061,0.28368158398561,8.697817090665,OK
21,673,706,761,0.274498763932377,0.283808390575717,9.72059059246561,0.274571333396244,0.283869372750162,9.72010155700939,OK
22,704,737,794,0.274667789214792,0.284210046831768,10.8043864226884,0.274691359061627,0.284057290717012,10.8082685167993,OK
23,735,768,827,0.274771843718698,0.284428283098278,11.9614570030061,0.274811467335405,0.284245338019547,11.9635257018459,OK
24,766,799,860,0.274859345902575,0.284521528885867,13.1937326853016,0.27493165830289,0.284433514791335,13.1870693968046,OK
25,796,830,893,0.274757642286691,0.284507627718533,14.494115199327,0.274830129394569,0.284523354158214,14.4683410061826,OK
26,824,860,924,0.274653741947886,0.284721523509906,15.8108638966539,0.274684487125633,0.284527475921541,15.8181450379503,OK
27,854,890,957,0.274585523818275,0.284306653668521,17.228667668903,0.274538827931523,0.284531598163859,17.2374998152127,OK
28,882,921,989,0.274349050491186,0.284451208148766,18.7285796981146,0.274393151809286,0.284535720885254,18.7274145462872,OK
29,911,951,1021,0.274306025424961,0.284305560140962,20.2786776871791,0.274247458755973,0.284539844085809,20.288890083164,OK
30,938,982,1052,0.27409950819153,0.284681256071696,21.9107635727288,0.274101748768632,0.284543967765606,21.9229196006022,OK
31,967,1012,1084,0.274079618430532,0.284521654849876,23.6081972068802,0.274101924387873,0.28453526875709,23.6021026735407,OK
32,995,1042,1115,0.27405672802951,0.28461609802268,25.3601009966381,0.274102100000843,0.284526570059197,25.3516982213798,OK
33,1109,1161,1240,0.274128440496268,0.284498561795592,33.0807933533962,0.274102802390019,0.284491778373541,33.0688581590016,OK
34,1223,1281,1366,0.274031441221485,0.284442595279501,42.0238704210246,0.274103504678886,0.284456991656547,41.9704227703476,OK
35,1336,1397,1490,0.274029345100509,0.284144750692985,51.8451074168908,0.274114128870063,0.284121619863136,51.8259780989364,OK
